ISBN	TITULO	AUTORES	DESCRIPCION	GENEROS	IMAGEN	ANIO	PUBLISHER
1569471096	Was it something I said?	Valerie Block	NODESCRIPTION	Fiction|Single people|Protected DAISY|In library	https://covers.openlibrary.org/b/id/814046-M.jpg	1998	Soho Press
055358099X	Cloud nine	Luanne Rice	NODESCRIPTION	Protected DAISY	https://covers.openlibrary.org/b/id/6478687-M.jpg	2000	Bantam Books
014023828X	The tortilla curtain	T. Coraghessan Boyle	NODESCRIPTION	Ethnic relations|Fiction|Humor (Fiction)|Illegal aliens|Literature|Marriage|Married people|Mexicans|OverDrive|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6453821-M.jpg	1996	Penguin Books
039914739X	Isle of Dogs	Patricia Daniels Cornwell	NODESCRIPTION	Fiction|Police|Policewomen|Police chiefs|Detective and mystery stories|Accessible book|Protected DAISY|Large type books|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/258856-M.jpg	2001	Putnam Publishing Group
051762639X	Barchester towers	Anthony Trollope	NODESCRIPTION	Fiction|Clergy|Clergy in fiction|Barchester (England: Imaginary place)|Barsetshire (England: Imaginary place)|Barsetshire (England : Imaginary place)|Barchester (England : Imaginary place)|Social life and customs|England in fiction|Accessible book|OverDrive|Classic Literature|Literature|Almshouses|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6766150-M.jpg	1986	Random House Value Publishing
081296666X	Things my girlfriend and I have argued about	Mil Millington	NODESCRIPTION	Fiction|Missing persons|Single fathers|Protected DAISY	https://covers.openlibrary.org/b/id/605943-M.jpg	2003	Villard Books
1561011525	The practice of prayer	Margaret Guenther	NODESCRIPTION	Doctrines|Episcopal Church|Prayer	https://covers.openlibrary.org/b/id/792045-M.jpg	1998	Cowley Publications
1877727083	Vertical Poetry	Roberto Juarroz	NODESCRIPTION	Translations into English	https://covers.openlibrary.org/b/id/923716-M.jpg	1992	White Pine Press (NY)
8845229041	Sulla sponde del fiume Piedra mi sono seduta e ho pianto.	Paolo Coelho	NODESCRIPTION	NOGENRE	NOIMAGE	0	Fabbri - RCS Libri
887641486X	I Giorni Dell'abbandono	Elena Ferrante	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Edizioni E/O
1561672033	Antipodes 10	John Pascal	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3823475-M.jpg	1995	Noble House
055356451X	Night sins.	Tami Hoag	NODESCRIPTION	Fiction|Kidnapping|Women lawyers|Public prosecutors|Suspense fiction|Accessible book|Protected DAISY|OverDrive|In library	NOIMAGE	1995	Bantam
084994371X	Blink	Ted Dekker	NODESCRIPTION	Fiction|Middle East in fiction|Muslim women|Muslim women in fiction|Protected DAISY	https://covers.openlibrary.org/b/id/646358-M.jpg	2003	WestBow Press
042517736X	Abduction	Robin Cook	NODESCRIPTION	Fiction|Oceanographers|Ocean bottom|Protected DAISY|Accessible book|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/6998361-M.jpg	2000	Berkley Publishing Group
038549825X	Not a Day Goes By	E. Lynn Harris	NODESCRIPTION	Fiction|Separation (Psychology)|Sports agents|African American actresses|African American men|Love stories|Protected DAISY	https://covers.openlibrary.org/b/id/242001-M.jpg	2001	Anchor
067170124X	His Little Women	Rossner	NODESCRIPTION	NOGENRE	NOIMAGE	1991	Pocket
006017143X	The night listener	Armistead Maupin	NODESCRIPTION	Abused children|Authors|Fathers and sons|Fiction|Gays|Radio broadcasters|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/5545266-M.jpg	2000	HarperCollins Publishers
1562827049	The Diary of Jack the Ripper	Jack	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/795943-M.jpg	1993	Hyperion Books
030720152X	Comic Characters	Craig Boldman	NODESCRIPTION	NOGENRE	NOIMAGE	1983	Golden Books
193072229X	MoveOn's 50 ways to love your country	Moveon	NODESCRIPTION	Politics and government|Nationalism|Political participation|Political science|Protected DAISY	https://covers.openlibrary.org/b/id/6616572-M.jpg	2004	Inner Ocean Publishing
1400077826	Cold Mountain	Charles Frazier	NODESCRIPTION	Fiction|Love stories|Mountain life|Historical fiction|History|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/6980484-M.jpg	2003	Vintage
068484267X	Angela's Ashes	Frank McCourt	My father and mother should have stayed in New York where they met and married and where I was born.|My father and mother should have stayed in New York where they met and married and where I was born.	Biography|Irish Americans|Family|Childhood and youth|Biografía|Irlandeses-americanos|Social life and customs|Spanish language materials|Familia|Children|Accessible book|Protected DAISY|Popular Print Disabled Books|Norteamericanos de origen irlandés|Biografías	https://covers.openlibrary.org/b/id/426966-M.jpg	1999	Scribner
080411952X	The unsung hero	Suzanne Brockmann	NODESCRIPTION	Fiction|United States. Navy. SEALs|Terrorism in fiction|United States|Terrorism|Prevention|United States. in fiction|Women physicians in fiction|New England in fiction|Women physicians|OverDrive|Romance	https://covers.openlibrary.org/b/id/576986-M.jpg	2000	Ivy Books
006015781X	Why do clocks run clockwise? and other imponderables	Feldman, David	NODESCRIPTION	Questions and answers|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6575742-M.jpg	1987	Harpercollins
1567920047	A tally of types	Stanley Morison	NODESCRIPTION	Cambridge University Press|History|Monotype Corporation|Specimens|Type and type-founding|University presses	https://covers.openlibrary.org/b/id/810079-M.jpg	1999	David R. Godine Publisher
1573229148	Crossing the unknown sea	Whyte, David	NODESCRIPTION	Work|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6737163-M.jpg	2002	Riverhead Books
8807120194	Sarajevo, maybe	Bettin, Gianfranco	NODESCRIPTION	Fiction|Sieges|History|Yugoslav War, 1991-1995	https://covers.openlibrary.org/b/id/3825893-M.jpg	1994	Feltrinelli
1576737357	Diary of a teenage girl	Melody Carlson	NODESCRIPTION	Fiction|Christian life|Diaries|Christian life in fiction|Diaries in fiction|Schools in fiction|Interpersonal relations in fiction|Self-perception|Interpersonal relations|Self-perception in fiction|High schools|Schools|High schools in fiction|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/830975-M.jpg	2000	Multnomah
193156146X	The time traveler's wife	Audrey Niffenegger	NODESCRIPTION	Fiction|Married people|Time travel|Librarians|Women art students|Ficción|Viaje a través del tiempo|Bibliotecarios|Fantasy fiction|Personas casadas|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/6974447-M.jpg	2003	MacAdam/Cage Publishing
015600710X	Strange Fits of Passion	Anita Shreve	"On my book tours, I am often asked a number of questions: Did he really do it?"	Fiction|Abused wives|Women journalists|Large type books|Protected DAISY|In library	https://covers.openlibrary.org/b/id/115398-M.jpg	1999	Harvest Books
2253004022	Regain	Jean Giono	NODESCRIPTION	NOGENRE	NOIMAGE	1987	LGF
2253005274	Le grand Meaulnes	Alain-Fournier	NODESCRIPTION	French fiction|Readers|French language|Foreign language--French--fiction|Romans pour la jeunesse|Adolescence|Accessible book|Popular Print Disabled Books	NOIMAGE	2000	Distribooks Inc
225300670X	A l'Ouest rien de nouveau	Erich Maria Remarque	NODESCRIPTION	Fiction|World War, 1914-1918|History|Juvenile fiction|Translations into English|German fiction|German language|Readers|Soldiers|Accessible book|Protected DAISY|In library	NOIMAGE	1973	LGF
2266084372	Pourquoi j'ai mangé mon père	Roy Lewis	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/979921-M.jpg	2000	Pocket
2070362388	Ravage	Barjavel	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/967162-M.jpg	0	Gallimard French
2266029460	Voyage D'une Parisienne a LHassa	Alexandra David-Néel	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2153641-M.jpg	1989	Pocket
2253007102	Les  Fleurs du Mal	Charles Baudelaire	NODESCRIPTION	Translations into English|French Poets|Biography|Psychoanalysis|French language books|French poetry|Accessible book|Protected DAISY|In library	NOIMAGE	1972	Livre De Poche French
2070417743	Chroniques martiennes	Ray Bradbury	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/968827-M.jpg	2002	Gallimard
2266033689	Le Diable Au Corps	Radiguet	NODESCRIPTION	NOGENRE	NOIMAGE	0	Presses Pocket French
2070384349	La faute de l'Abbé Mouret	Émile Zola	NODESCRIPTION	Accessible book	NOIMAGE	1991	Gallimard
207053880X	L'Homme Qui Plantait Des Arbres	Jean Giono	NODESCRIPTION	French language|Readers	https://covers.openlibrary.org/b/id/969485-M.jpg	2002	Distribooks Inc
2070334368	La Guerre DES Boutons	Pergaud	NODESCRIPTION	NOGENRE	NOIMAGE	0	Livre de Poche
2290314951	Paroles de Poilus 	Collectif	NODESCRIPTION	NOGENRE	NOIMAGE	2001	J'ai lu
229000510X	Une porte sur l'été	Robert A. Heinlein	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/981701-M.jpg	1999	J'ai lu
3492207006	Die entdeckung der Langsamkeit	Sten Nadolny	NODESCRIPTION	Fiction	NOIMAGE	1987	Piper
3499177757	Die Grenzen des Geschlechts	Cheryl Benard	NODESCRIPTION	Social conditions|Feminism|Women|Amnesty for Women (Organization)	NOIMAGE	1984	Rowohlt
3889774016	Frauen der Welt	Christa Wichterich	NODESCRIPTION	Women in politics|Feminism|Women's rights	NOIMAGE	1995	Lamuv
3502670005	I Ging. Das Buch der Wandlung. Das große Weisheits- und Orakelbuch der alten Chinesen.	John. Blofeld	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3218489-M.jpg	1999	O. W. Barth Bei Scherz
3499222604	Die globalisierte Frau	Christa Wichterich	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2210295-M.jpg	1998	Rowohlt
3746670055	Women are the Niggers of the World	Peter B. Heim	NODESCRIPTION	Social conditions|Women|Sex discrimination against women|Sexism	NOIMAGE	1994	Aufbau Taschenbuch Verlag
3596144434	Gemietete Mann	Hera Lind	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1022272-M.jpg	1999	"Fischer (Tb.), Frankfurt"
3442724686	Gott Der Kleinen Dinge	Arundhati Roy	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1007376-M.jpg	1999	btb
1570717257	Man and boy	Tony Parsons	It's a boy, it's a boy!|It's a boy, it's a boy!	Adult children of aging parents|Boys|Drama|Fathers and sons|Fiction|Motherless families|OverDrive|Veterans|World War, 1914-1918|Accessible book|Protected DAISY|Large type books	https://covers.openlibrary.org/b/id/818099-M.jpg	2001	Sourcebooks Landmark
052594463X	All of me	Venise T. Berry	NODESCRIPTION	African American women journalists|Fiction|Overweight women|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/362022-M.jpg	2000	Dutton Books
039304016X	The perfect storm	Sebastian Junger	NODESCRIPTION	Accessible book|Andrea Gail (Boat)|English language|Foreign speakers|Halloween Nor'easter, 1991|Northeast storms|Protected DAISY|Readers (Adult)|Shipwrecks|Study and teaching|Swordfish fisheries|Social life and customs|Natural disasters|Fisheries|Andrea Gail (Ship)|Hurricane Grace, 1991|Swordfish fishing|History|In library|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/247064-M.jpg	1997	Little Brown and Company
2253148539	Le Loup-garou	Boris Vian	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/977586-M.jpg	1999	LGF
2253043974	Chronique d'une mort annoncée	Gabriel Garcia Marquez	NODESCRIPTION	Death|Fiction|Honor|Murder|Revenge	NOIMAGE	1987	LGF
2020315491	Le neveu d'Amérique	Luis Sepúlveda	NODESCRIPTION	NOGENRE	NOIMAGE	1998	Seuil
057120354X	Awful End	Philip Ardagh	NODESCRIPTION	Fiction|Great-aunts|Humorous stories|Great-uncles	https://covers.openlibrary.org/b/id/377954-M.jpg	2000	Faber Children's Books
185479549X	The World's Stupidest Laws	David Crombie	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/905353-M.jpg	2000	Michael O'Mara Books
1854795554	The World's Stupidest Signs (Humour)	Michael O'Mara	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/905354-M.jpg	2000	Michael O'Mara Books
1858813093	Nessie the Loch Ness Monster	Richard Brassley	Long millions of years ago, the northern- most part of Scotland was not part of Scotland.	NOGENRE	https://covers.openlibrary.org/b/id/912272-M.jpg	2003	Trafalgar Square Books
2871290911	XIII, tome 13, L'enquête 	Jean Van Hamme	TU VIENS PRENDRE UN POT AVEC NOUS, KIM?	NOGENRE	https://covers.openlibrary.org/b/id/991901-M.jpg	1999	Dargaud
1842151053	Cooking for One (Cook's Essentials)	From the Editors of Southwater	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/889385-M.jpg	2000	Southwater Publishing
2253063339	Les fourmis	Bernard Werber	NODESCRIPTION	Ants|Fiction|Science Fiction	NOIMAGE	2002	LGF
1860198597	How to Draw Celtic Knotwork	Andy Sloss	NODESCRIPTION	Celtic Knotwork|Knotwork, Celtic	https://covers.openlibrary.org/b/id/914524-M.jpg	0	Brockhampton Press
1842040154	Celtic Myths and Legends	Charles L. Squire	NODESCRIPTION	NOGENRE	NOIMAGE	2000	Lomond Books
2264009306	Cantilènes en gelée ; Barnum's digest ; Vingt poèmes inédits	Boris Vian	NODESCRIPTION	NOGENRE	NOIMAGE	1978	Union générale d'éditions
1841952931	Glasgow Zen	Alan Spence	NODESCRIPTION	Poetry	https://covers.openlibrary.org/b/id/888559-M.jpg	2002	Canongate Books Ltd
1405200677	Tigger's Little Book of Diet and Exercise (Wisdom of Pooh)	A. A. Milne	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Egmont Childrens Books
156341029X	Stone butch blues	Leslie Feinberg	NODESCRIPTION	Fiction|Transsexuals|Lesbians|Coming out (Sexual orientation)|transgender|lgbt|gay|Protected DAISY	https://covers.openlibrary.org/b/id/3935729-M.jpg	1993	Firebrand Books
1886383421	Fires of Aggar (The Amazons of Aggar)	Chris Anne Wolfe	A winged shadow rippled up across the sheer rock of the embankment.|A winged shadow rippled up across the sheer rock of the embankment.	NOGENRE	https://covers.openlibrary.org/b/id/933780-M.jpg	2001	Windstorm Creative
1888451084	Kamikaze lust	Lauren Sanders	NODESCRIPTION	Erotic films|Fiction|Ghostwriters|Women journalists	https://covers.openlibrary.org/b/id/936287-M.jpg	2000	Akashic Books
1555835953	Witchfire	Lauren Maddison	NODESCRIPTION	Americans|Connor Hawthorne (Fictitious character)|Fiction|Lesbians|Women novelists|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/775636-M.jpg	2001	Alyson Books
1555834531	Hood	Emma Donoghue	Mayday in 1980, heat sealing my fingers together.	Lesbians in fiction|Lesbians|Fiction	https://covers.openlibrary.org/b/id/775488-M.jpg	1998	Alyson Publications
1563410443	Skin	Dorothy Allison	NODESCRIPTION	American Authors|Authors, American|Biography|Feminists|Lesbians|Literary collections|Social life and customs|Protected DAISY|Accessible book|American Women authors|In library	https://covers.openlibrary.org/b/id/4830222-M.jpg	1994	Firebrand Books
1563899388	Death	Jill Thompson	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4830591-M.jpg	2003	DC Comics
1563411148	The second coming of Curly Red	Jody Seay	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1896010-M.jpg	1999	Firebrand Books
038529929X	Hannibal	Harris, Thomas	NODESCRIPTION	Fiction|Government investigators|Revenge|Fugitives from justice|Serial murderers|Psychological fiction|Suspense fiction|Accessible book|Protected DAISY|Hannibal Lecter (Fictitious character)|In library	https://covers.openlibrary.org/b/id/238944-M.jpg	1999	Del Sol Press
1573229571	About a Boy (Movie Tie-In) (Movie Tie-In)	Nick Hornby	"So, have you split up now?"	NOGENRE	https://covers.openlibrary.org/b/id/824427-M.jpg	2002	Riverhead Books
039914370X	Sudden mischief	Robert B. Parker	NODESCRIPTION	Fiction|Private investigators|Spenser (Fictitious character)|Sexual harassment of women|Fund raising|Large type books|Protected DAISY|In library|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/258576-M.jpg	1998	Putnam Pub Group
1884777805	Elements of programming with Perl	Andrew L. Johnson	NODESCRIPTION	Perl (Computer program language)	NOIMAGE	1999	Manning Publications
8806142267	Viaggi del tempo immobile	Roberto Vecchioni	NODESCRIPTION	NOGENRE	NOIMAGE	1996	Einaudi
039457513X	Billy Bathgate	E. L. Doctorow	NODESCRIPTION	Criminals|Criminals in fiction|Fiction|Hoodlums|National Book Critics Circle Award Winner|PEN/Faulkner Award Winner|Schultz, Dutch, in fiction|award:national_book_critics_circle_award=1989|award:national_book_critics_circle_award=fiction|award:pen_faulkner_award=1990|award:pen_faulkner_award=fiction|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/4068199-M.jpg	1989	Random House
043922165X	Circles in the stream	Shelly Roberts	NODESCRIPTION	Juvenile fiction|Magic|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/276601-M.jpg	2001	Scholastic
015216250X	So you want to be a wizard	Diane Duane	NODESCRIPTION	Juvenile fiction|Fiction|Fantasy|Books and reading|Bullies|Bullying|Wizards|Accessible book|Protected DAISY|Fantasy fiction|In library	https://covers.openlibrary.org/b/id/114086-M.jpg	2001	Magic Carpet Books
1562477528	Going for great	Carolee Brockmann	NODESCRIPTION	Fiction|Flute|Friendship|Stage fright	https://covers.openlibrary.org/b/id/795393-M.jpg	1999	Pleasant Company Publications
068983585X	The janitor's boy	Andrew Clements	NODESCRIPTION	Schools|Janitors|Fathers and sons|Fiction|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6607274-M.jpg	2001	Aladdin
185424597X	The heavenly man	Yun Brother	NODESCRIPTION	Brothers (Religious)|Biography|Church history	NOIMAGE	2003	Monarch Books
2080105434	The Little Book of Chocolate	Alain Stella	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/970450-M.jpg	2001	Flammarion
349913358X	Das Schlampenbuch. Erzählungen. ( neue frau).	Milena Moser	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1013824-M.jpg	1993	Rowohlt Tb.
3257201761	Die zwei Gesichter des Januars.	Patricia Highsmith	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3176703-M.jpg	1974	Diogenes Verlag
3404121686	Nacht über den Wassern	Ken Follett	IT WAS THE MOST romantic plane ever made.	Fiction|OverDrive|Romance|Transatlantic flights|Mystery fiction|Accessible book|Protected DAISY|In library	NOIMAGE	1994	L�?¼bbe
